"card_id","key_infor","vietnamese_meaning","english_meaning","english_meaning_separated_by_space","english_ipa","english_ipa_separated_by_space"
"282","build that proposition","Techcombank đã xây dựng đề xuất đó như thế nào?","How did Techcombank **build that proposition**?","How___did___Techcombank___**build___that___proposition**?","/haʊ dɪd ˈtɛkkɑmbæŋk bɪld ðət ˌprɑpəˈzɪʃən/","haʊ___dɪd___ˈtɛkkɑmbæŋk___bɪld___ðət___ˌprɑpəˈzɪʃən"
"283","investment from 6 years ago","Đó có phải là một khoản đầu tư từ 6 năm trước mà các bạn đã thực hiện?","Was it an **investment from 6 years ago** that you guys made?","Was___it___an___**investment___from___6___years___ago**___that___you___guys___made?","/wɑz ɪt ən ˌɪnˈvɛstmənt frəm sɪks jɪrz əˈgoʊ ðət ju gaɪz meɪd/","wɑz___ɪt___ən___ˌɪnˈvɛstmənt___frəm___sɪks___jɪrz___əˈgoʊ___ðət___ju___gaɪz___meɪd"
"284","exponential growth","Hay là gần đây hơn và bạn thấy tăng trưởng theo cấp số nhân?","Was it more recently and you saw **exponential growth**?","Was___it___more___recently___and___you___saw___**exponential___growth**?","/wɑz ɪt mɔr ˈrisəntli ənd ju sɔ ˌɛkspoʊˈnɛnʃəl groʊθ/","wɑz___ɪt___mɔr___ˈrisəntli___ənd___ju___sɔ___ˌɛkspoʊˈnɛnʃəl___groʊθ"
"285","plans for that business","Bạn có thể giải thích, ừm, một chút về lĩnh vực đó và kế hoạch của bạn cho ngành kinh doanh đó không?","Could you explain, um, a little bit about that space and what your **plans are for that business**?","Could___you___explain,___um,___a___little___bit___about___that___space___and___what___your___**plans___are___for___that___business**?","/kʊd ju ɪkˈspleɪn əm ə ˈlɪtəl bɪt əˈbaʊt ðət speɪs ənd wət jʊr plænz ər fər ðət ˈbɪznɪs/","kʊd___ju___ɪkˈspleɪn___əm___ə___ˈlɪtəl___bɪt___əˈbaʊt___ðət___speɪs___ənd___wət___jʊr___plænz___ər___fər___ðət___ˈbɪznɪs"
"286","cannot take any credit","Tôi không thể nhận công cho điều đó, và tôi nghĩ điều đó đã luôn có từ trước.","I **cannot take any credit** for that, and I think that was always beforehand.","I___**cannot___take___any___credit**___for___that,___and___I___think___that___was___always___beforehand.","/aɪ ˈkænɑt teɪk ˈɛni ˈkrɛdɪt fər ðət ənd aɪ θɪŋk ðət wɑz ˈɔlˌweɪz bɪˈfɔˌrhænd/","aɪ___ˈkænɑt___teɪk___ˈɛni___ˈkrɛdɪt___fər___ðət___ənd___aɪ___θɪŋk___ðət___wɑz___ˈɔlˌweɪz___bɪˈfɔˌrhænd"
"287","where is it coming from","Vậy, nó bắt nguồn từ đâu?","So, **where is it coming from**?","So,___**where___is___it___coming___from**?","/soʊ wɛr ɪz ɪt ˈkəmɪŋ frəm/","soʊ___wɛr___ɪz___ɪt___ˈkəmɪŋ___frəm"
"288","50 or 60%, real estate market","Ừm, cuối cùng nó thực ra bắt nguồn từ thị trường bất động sản, và thị trường bất động sản, vậy, trước tiên, con số 50 hay 60% này là gì, đúng không?","Um, ultimately it actually came from the **real estate market**, and the real estate market, and so, first, what is this **50 or 60%**, right?","Um,___ultimately___it___actually___came___from___the___**real___estate___market**,___and___the___real___estate___market,___and___so,___first,___what___is___this___**50___or___60%**,___right?","/əm ˈəltəmətli ɪt ˈæˌkʧuəli keɪm frəm ðə ril ɛˈsteɪt ˈmɑrkɪt ənd ðə ril ɛˈsteɪt ˈmɑrkɪt ənd soʊ fərst wət ɪz ðɪs ˈfɪfti ər ˈsɪksti.pərˈsɛnt raɪt/","əm___ˈəltəmətli___ɪt___ˈæˌkʧuəli___keɪm___frəm___ðə___ril___ɛˈsteɪt___ˈmɑrkɪt___ənd___ðə___ril___ɛˈsteɪt___ˈmɑrkɪt___ənd___soʊ___fərst___wət___ɪz___ðɪs___ˈfɪfti___ər___ˈsɪksti.pərˈsɛnt___raɪt"
"289","affluent category, $100,000 of assets","Con số đó có nghĩa là những người thuộc tầng lớp giàu có này, được định nghĩa là, tôi muốn nói thực ra ở thị trường giàu có, tôi sẽ nói con số đó lên từ 100.000 đô la tài sản trở lên, đúng không?","What it means is people in this **affluent category**, which is defined as, so I would probably saying really at the affluent market I would say that probably goes up from **$100,000 of assets**, of assets up, right?","What___it___means___is___people___in___this___**affluent___category**,___which___is___defined___as,___so___I___would___probably___saying___really___at___the___affluent___market___I___would___say___that___probably___goes___up___from___**$100,000___of___assets**,___of___assets___up,___right?","/wət ɪt minz ɪz ˈpipəl ɪn ðɪs ˈæfluənt ˈkætəˌgɔri wɪʧ ɪz dɪˈfaɪnd ɛz soʊ aɪ wʊd ˈprɑbəˌbli seɪɪŋ ˈrɪli æt ðə ˈæfluənt ˈmɑrkɪt aɪ wʊd seɪ ðət ˈprɑbəˌbli goʊz əp frəm wʌn.ˈhʌndrəd.ˈθaʊzənd.ˈdɑlərz əv ˈæˌsɛts əv ˈæˌsɛts əp raɪt/","wət___ɪt___minz___ɪz___ˈpipəl___ɪn___ðɪs___ˈæfluənt___ˈkætəˌgɔri___wɪʧ___ɪz___dɪˈfaɪnd___ɛz___soʊ___aɪ___wʊd___ˈprɑbəˌbli___seɪɪŋ___ˈrɪli___æt___ðə___ˈæfluənt___ˈmɑrkɪt___aɪ___wʊd___seɪ___ðət___ˈprɑbəˌbli___goʊz___əp___frəm___wʌn.ˈhʌndrəd.ˈθaʊzənd.ˈdɑlərz___əv___ˈæˌsɛts___əv___ˈæˌsɛts___əp___raɪt"
"290","credit card, mortgage, bond","Ừm, con số 50 đến 60% có nghĩa là họ sẽ có một hoặc nhiều sản phẩm với chúng tôi, có thể là thẻ tín dụng, có thể là khoản vay thế chấp, có thể là trái phiếu, đúng không, dù đó là gì, nhưng chúng tôi có khả năng tiếp cận khách hàng đó và đề xuất một sản phẩm, đúng không?","Um, what means 50 to 60% is, they will hold one or more products with us, could be a **credit card**, could be a **mortgage**, could be a **bond**, right, whatever it is, but we have the ability to reach out to that customer and propose a product, right?","Um,___what___means___50___to___60%___is,___they___will___hold___one___or___more___products___with___us,___could___be___a___**credit___card**,___could___be___a___**mortgage**,___could___be___a___**bond**,___right,___whatever___it___is,___but___we___have___the___ability___to___reach___out___to___that___customer___and___propose___a___product,___right?","/əm wət minz ˈfɪfti tɪ ˈsɪksti.pərˈsɛnt ɪz ðeɪ wɪl hoʊld wən ər mɔr ˈprɑdəkts wɪθ ˈjuˈɛs kʊd bi ə ˈkrɛdɪt kɑrd kʊd bi ə ˈmɔrgɪʤ kʊd bi ə bɑnd raɪt ˌwəˈtɛvər ɪt ɪz bət wi hæv ðə əˈbɪləˌti tɪ riʧ aʊt tɪ ðət ˈkəstəmər ənd prəˈpoʊz ə ˈprɑdəkt raɪt/","əm___wət___minz___ˈfɪfti___tɪ___ˈsɪksti.pərˈsɛnt___ɪz___ðeɪ___wɪl___hoʊld___wən___ər___mɔr___ˈprɑdəkts___wɪθ___ˈjuˈɛs___kʊd___bi___ə___ˈkrɛdɪt___kɑrd___kʊd___bi___ə___ˈmɔrgɪʤ___kʊd___bi___ə___bɑnd___raɪt___ˌwəˈtɛvər___ɪt___ɪz___bət___wi___hæv___ðə___əˈbɪləˌti___tɪ___riʧ___aʊt___tɪ___ðət___ˈkəstəmər___ənd___prəˈpoʊz___ə___ˈprɑdəkt___raɪt"
"291","where did it start from","Ừm, vậy nó bắt đầu từ đâu?","Um, so **where did it start from**?","Um,___so___**where___did___it___start___from**?","/əm soʊ wɛr dɪd ɪt stɑrt frəm/","əm___soʊ___wɛr___dɪd___ɪt___stɑrt___frəm"
"292","absence of investment opportunities","Nếu bạn nhìn vào những người có tiền ở đất nước này, như tôi đã nói, khi thiếu nhiều cơ hội đầu tư, họ đã đầu tư vào bất động sản.","If you look into people who have money in this country, as I said, in the **absence of** a lot of **investment opportunities**, they invested in real estate.","If___you___look___into___people___who___have___money___in___this___country,___as___I___said,___in___the___**absence___of**___a___lot___of___**investment___opportunities**,___they___invested___in___real___estate.","/ɪf ju lʊk ˈɪntu ˈpipəl hu hæv ˈməni ɪn ðɪs ˈkəntri ɛz aɪ sɛd ɪn ðə ˈæbsəns əv ə lɔt əv ˌɪnˈvɛstmənt ˌɑpərˈtunətiz ðeɪ ˌɪnˈvɛstɪd ɪn ril ɛˈsteɪt/","ɪf___ju___lʊk___ˈɪntu___ˈpipəl___hu___hæv___ˈməni___ɪn___ðɪs___ˈkəntri___ɛz___aɪ___sɛd___ɪn___ðə___ˈæbsəns___əv___ə___lɔt___əv___ˌɪnˈvɛstmənt___ˌɑpərˈtunətiz___ðeɪ___ˌɪnˈvɛstɪd___ɪn___ril___ɛˈsteɪt"
"293","wealth sits in real estate","Phần lớn tài sản của họ thực ra nằm trong bất động sản.","Most of their **wealth** actually sits in real estate.","Most___of___their___**wealth**___actually___sits___in___real___estate.","/moʊst əv ðɛr wɛlθ ˈæˌkʧuəli sɪts ɪn ril ɛˈsteɪt/","moʊst___əv___ðɛr___wɛlθ___ˈæˌkʧuəli___sɪts___ɪn___ril___ɛˈsteɪt"
"294","60% of an asset allocation","60% của phân bổ tài sản sẽ là trong bất động sản.","**60% of an asset** and allocation would be in real estate.","**60%___of___an___asset**___and___allocation___would___be___in___real___estate.","/ˈsɪksti.pərˈsɛnt əv ən ˈæˌsɛt ənd ˌæləˈkeɪʃən wʊd bi ɪn ril ɛˈsteɪt/","ˈsɪksti.pərˈsɛnt___əv___ən___ˈæˌsɛt___ənd___ˌæləˈkeɪʃən___wʊd___bi___ɪn___ril___ɛˈsteɪt"
"295","high-end developers","Vậy chúng tôi thực ra đã làm việc với họ vì chúng tôi làm việc với các nhà phát triển, và vì chúng tôi làm việc với các nhà phát triển cao cấp.","So we actually worked with them because we worked with the developers, and because we worked with the **high-end developers**.","So___we___actually___worked___with___them___because___we___worked___with___the___developers,___and___because___we___worked___with___the___**high-end___developers**.","/soʊ wi ˈæˌkʧuəli wərkt wɪθ ðɛm bɪˈkəz wi wərkt wɪθ ðə dɪˈvɛləpərz ənd bɪˈkəz wi wərkt wɪθ ðə haɪɛnd dɪˈvɛləpərz/","soʊ___wi___ˈæˌkʧuəli___wərkt___wɪθ___ðɛm___bɪˈkəz___wi___wərkt___wɪθ___ðə___dɪˈvɛləpərz___ənd___bɪˈkəz___wi___wərkt___wɪθ___ðə___haɪɛnd___dɪˈvɛləpərz"
"296","affluent customers","Những người mua nó là các khách hàng giàu có.","The guys who bought it were the **affluent customers**.","The___guys___who___bought___it___were___the___**affluent___customers**.","/ðə gaɪz hu bɔt ɪt wər ðə ˈæfluənt ˈkəstəmərz/","ðə___gaɪz___hu___bɔt___ɪt___wər___ðə___ˈæfluənt___ˈkəstəmərz"
"297","mortgage, real estate side","Vậy nên các khách hàng giàu có cơ bản bắt đầu với một khoản vay thế chấp và ở khía cạnh bất động sản.","So the affluent customers were basically starting on a **mortgage** and on a **real estate side**.","So___the___affluent___customers___were___basically___starting___on___a___**mortgage**___and___on___a___**real___estate___side**.","/soʊ ðə ˈæfluənt ˈkəstəmərz wər ˈbeɪsɪkli ˈstɑrtɪŋ ɔn ə ˈmɔrgɪʤ ənd ɔn ə ril ɛˈsteɪt saɪd/","soʊ___ðə___ˈæfluənt___ˈkəstəmərz___wər___ˈbeɪsɪkli___ˈstɑrtɪŋ___ɔn___ə___ˈmɔrgɪʤ___ənd___ɔn___ə___ril___ɛˈsteɪt___saɪd"
"298","what else can we offer, p it back","Vậy khi họ cơ bản có tiền rồi, chúng tôi cơ bản nói, được, vậy chúng ta có thể cung cấp gì khác, vì sau khi họ mua căn nhà đầu tiên và họ trả lại sau 3 hoặc 4 năm hoặc 5 năm, họ lại có tiền, đúng không?","So, as they basically got the money, then we were basically saying, okay, so **what else can we offer**, because after they had bought the first house and they p it back after 3 or 4 years or 5 years, they had money again, right?","So,___as___they___basically___got___the___money,___then___we___were___basically___saying,___okay,___so___**what___else___can___we___offer**,___because___after___they___had___bought___the___first___house___and___they___p___it___back___after___3___or___4___years___or___5___years,___they___had___money___again,___right?","/soʊ ɛz ðeɪ ˈbeɪsɪkli gɑt ðə ˈməni ðɛn wi wər ˈbeɪsɪkli seɪɪŋ ˌoʊˈkeɪ soʊ wət ɛls kən wi ˈɔfər bɪˈkəz ˈæftər ðeɪ hæd bɔt ðə fərst haʊs ənd ðeɪ pi ɪt bæk ˈæftər θri ər fɔr jɪrz ər faɪv jɪrz ðeɪ hæd ˈməni əˈgɛn raɪt/","soʊ___ɛz___ðeɪ___ˈbeɪsɪkli___gɑt___ðə___ˈməni___ðɛn___wi___wər___ˈbeɪsɪkli___seɪɪŋ___ˌoʊˈkeɪ___soʊ___wət___ɛls___kən___wi___ˈɔfər___bɪˈkəz___ˈæftər___ðeɪ___hæd___bɔt___ðə___fərst___haʊs___ənd___ðeɪ___pi___ɪt___bæk___ˈæftər___θri___ər___fɔr___jɪrz___ər___faɪv___jɪrz___ðeɪ___hæd___ˈməni___əˈgɛn___raɪt"
"299","issue bonds, developers","Vậy chúng tôi nói, được, chúng ta có thể cung cấp thêm gì cho họ, chúng tôi nói, có thể không phải tiền gửi có kỳ hạn, mà điều chúng tôi thấy là, vì chúng tôi có quá nhiều nhà phát triển, chúng tôi không thể tài trợ hết tất cả bằng nguồn của mình.","So we said, okay, what else can we actually offer them, we said, well, maybe not the term deposit, but what we are seeing is, because we have so many **developers** we cannot put all these developers and finance them on our own.","So___we___said,___okay,___what___else___can___we___actually___offer___them,___we___said,___well,___maybe___not___the___term___deposit,___but___what___we___are___seeing___is,___because___we___have___so___many___**developers**___we___cannot___put___all___these___developers___and___finance___them___on___our___own.","/soʊ wi sɛd ˌoʊˈkeɪ wət ɛls kən wi ˈæˌkʧuəli ˈɔfər ðɛm wi sɛd wɛl ˈmeɪbi nɑt ðə tərm dɪˈpɑzət bət wət wi ər siɪŋ ɪz bɪˈkəz wi hæv soʊ ˈmɛni dɪˈvɛləpərz wi ˈkænɑt pʊt ɔl ðiz dɪˈvɛləpərz ənd ˈfaɪˌnæns ðɛm ɔn ɑr oʊn/","soʊ___wi___sɛd___ˌoʊˈkeɪ___wət___ɛls___kən___wi___ˈæˌkʧuəli___ˈɔfər___ðɛm___wi___sɛd___wɛl___ˈmeɪbi___nɑt___ðə___tərm___dɪˈpɑzət___bət___wət___wi___ər___siɪŋ___ɪz___bɪˈkəz___wi___hæv___soʊ___ˈmɛni___dɪˈvɛləpərz___wi___ˈkænɑt___pʊt___ɔl___ðiz___dɪˈvɛləpərz___ənd___ˈfaɪˌnæns___ðɛm___ɔn___ɑr___oʊn"
"300","issue bonds","Vậy sao chúng ta không phát hành trái phiếu, đúng không?","So why don't we **issue bonds**, right?","So___why___don't___we___**issue___bonds**,___right?","/soʊ waɪ doʊnt wi ˈɪʃu bɑndz raɪt/","soʊ___waɪ___doʊnt___wi___ˈɪʃu___bɑndz___raɪt"
"301","different alternative, investment opportunity","Vậy chúng tôi cơ bản tìm ra một phương án khác để tài trợ cho họ, để chúng tôi không tài trợ với vai trò ngân hàng, mà họ phát hành các trái phiếu này qua sự hỗ trợ của chúng tôi cho khách hàng đã mua bất động sản của họ, nhưng giờ khi họ có tiền, họ cần cơ hội đầu tư.","So we're basically finding a **different alternative** for them to finance, so that we're not financing it as a bank, but they issue these bonds through our help to the customers who bought their real estate, but now, as they have money, they need **investment opportunity**.","So___we're___basically___finding___a___**different___alternative**___for___them___to___finance,___so___that___we're___not___financing___it___as___a___bank,___but___they___issue___these___bonds___through___our___help___to___the___customers___who___bought___their___real___estate,___but___now,___as___they___have___money,___they___need___**investment___opportunity**.","/soʊ wɪr ˈbeɪsɪkli ˈfaɪndɪŋ ə ˈdɪfərənt ɔlˈtərnətɪv fər ðɛm tɪ ˈfaɪˌnæns soʊ ðət wɪr nɑt fɪˈnænsɪŋ ɪt ɛz ə bæŋk bət ðeɪ ˈɪʃu ðiz bɑndz θru ɑr hɛlp tɪ ðə ˈkəstəmərz hu bɔt ðɛr ril ɛˈsteɪt bət naʊ ɛz ðeɪ hæv ˈməni ðeɪ nid ˌɪnˈvɛstmənt ˌɑpərˈtunəti/","soʊ___wɪr___ˈbeɪsɪkli___ˈfaɪndɪŋ___ə___ˈdɪfərənt___ɔlˈtərnətɪv___fər___ðɛm___tɪ___ˈfaɪˌnæns___soʊ___ðət___wɪr___nɑt___fɪˈnænsɪŋ___ɪt___ɛz___ə___bæŋk___bət___ðeɪ___ˈɪʃu___ðiz___bɑndz___θru___ɑr___hɛlp___tɪ___ðə___ˈkəstəmərz___hu___bɔt___ðɛr___ril___ɛˈsteɪt___bət___naʊ___ɛz___ðeɪ___hæv___ˈməni___ðeɪ___nid___ˌɪnˈvɛstmənt___ˌɑpərˈtunəti"
"302","created TCBS, bond market","Vậy chúng tôi đã tạo ra TCBS, và trên cơ sở TCBS, cuối cùng chúng tôi đã tạo ra thị trường trái phiếu.","So we **created TCBS**, and on the back of TCBS we created ultimately the **bond market**.","So___we___**created___TCBS**,___and___on___the___back___of___TCBS___we___created___ultimately___the___**bond___market**.","/soʊ wi kriˈeɪtɪd ˌtiˌsiˌbiˈɛs ənd ɔn ðə bæk əv ˌtiˌsiˌbiˈɛs wi kriˈeɪtɪd ˈəltəmətli ðə bɑnd ˈmɑrkɪt/","soʊ___wi___kriˈeɪtɪd___ˌtiˌsiˌbiˈɛs___ənd___ɔn___ðə___bæk___əv___ˌtiˌsiˌbiˈɛs___wi___kriˈeɪtɪd___ˈəltəmətli___ðə___bɑnd___ˈmɑrkɪt"
"303","wealth in their portfolio","Vậy giờ họ không chỉ có bất động sản trong danh mục của mình, mà còn có cả tài sản đầu tư trong danh mục đó.","So now they have not just real estate in their portfolio, but they also have **wealth in their portfolio**.","So___now___they___have___not___just___real___estate___in___their___portfolio,___but___they___also___have___**wealth___in___their___portfolio**.","/soʊ naʊ ðeɪ hæv nɑt ʤɪst ril ɛˈsteɪt ɪn ðɛr pɔrtˈfoʊliˌoʊ bət ðeɪ ˈɔlsoʊ hæv wɛlθ ɪn ðɛr pɔrtˈfoʊliˌoʊ/","soʊ___naʊ___ðeɪ___hæv___nɑt___ʤɪst___ril___ɛˈsteɪt___ɪn___ðɛr___pɔrtˈfoʊliˌoʊ___bət___ðeɪ___ˈɔlsoʊ___hæv___wɛlθ___ɪn___ðɛr___pɔrtˈfoʊliˌoʊ"
"304","what else do they need","Và rồi chúng tôi nói, họ còn cần gì nữa?","And then we said, **what else do they need**?","And___then___we___said,___**what___else___do___they___need**?","/ənd ðɛn wi sɛd wət ɛls du ðeɪ nid/","ənd___ðɛn___wi___sɛd___wət___ɛls___du___ðeɪ___nid"
"305","need credit cards","À, thực ra họ cần thẻ tín dụng.","Oh, they actually **need credit cards**.","Oh,___they___actually___**need___credit___cards**.","/oʊ ðeɪ ˈæˌkʧuəli nid ˈkrɛdɪt kɑrdz/","oʊ___ðeɪ___ˈæˌkʧuəli___nid___ˈkrɛdɪt___kɑrdz"
"306","leading credit card, Visa","Vậy chúng tôi là công ty dẫn đầu, ừm, cùng với Visa, cơ bản là công ty thẻ tín dụng dẫn đầu vì chúng tôi cần một loại thẻ tín dụng cao cấp cho những khách hàng này.","So we are the **leading**, um, with **Visa**, basically the leading **credit card** and company because we needed a high-end credit card for these customers.","So___we___are___the___**leading**,___um,___with___**Visa**,___basically___the___leading___**credit___card**___and___company___because___we___needed___a___high-end___credit___card___for___these___customers.","/soʊ wi ər ðə ˈlidɪŋ əm wɪθ ˈvizə ˈbeɪsɪkli ðə ˈlidɪŋ ˈkrɛdɪt kɑrd ənd ˈkəmpəˌni bɪˈkəz wi ˈnidɪd ə haɪɛnd ˈkrɛdɪt kɑrd fər ðiz ˈkəstəmərz/","soʊ___wi___ər___ðə___ˈlidɪŋ___əm___wɪθ___ˈvizə___ˈbeɪsɪkli___ðə___ˈlidɪŋ___ˈkrɛdɪt___kɑrd___ənd___ˈkəmpəˌni___bɪˈkəz___wi___ˈnidɪd___ə___haɪɛnd___ˈkrɛdɪt___kɑrd___fər___ðiz___ˈkəstəmərz"
